TotalTime(ms),Flag,EE1,EE2,EE3,EE4,EE5,EE6,EE7,EE8,minEE,Fair index,Loopcount,SF1,TP1,PRR1,InstantPRR1,InstantEE1,SF2,TP2,PRR2,InstantPRR2,InstantEE2,SF3,TP3,PRR3,InstantPRR3,Received3,TotalTime3,TotalPower3,InstantEE3,SF4,TP4,PRR4,InstantPRR4,InstantEE4,SF5,TP5,PRR5,InstantPRR5,InstantEE5,SF6,TP6,PRR6,InstantPRR6,InstantEE6,SF7,TP7,PRR7,InstantPRR7,InstantEE7,SF8,TP8,PRR8,InstantPRR8,InstantEE8,time
1532045,2,0.447286,0.542793,0.592582,0.562085,0.000000,0.000000,0.000000,0.000000,0.447286,0.989845,48.000000,9.000000,0.000000,0.514699,0.671141,0.681695,9.000000,0.000000,0.624601,0.784314,0.728142,9.000000,0.000000,0.681893,0.751634,25760.000000,34.365440,33521.182720,0.735058,9.000000,0.000000,0.646800,0.761589,0.722816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:22:43Z
1602309,2,0.447286,0.542793,0.581658,0.562085,0.000000,0.000000,0.000000,0.000000,0.447286,0.990726,48.000000,9.000000,0.000000,0.514699,0.671141,0.684677,9.000000,0.000000,0.624601,0.784314,0.731156,10.000000,1.000000,0.964167,0.750000,26880.000000,35.496960,34809.984000,0.740018,9.000000,0.000000,0.646800,0.761589,0.726059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:23:54Z
1610343,0,0.596811,0.542793,0.581658,0.562085,0.000000,0.000000,0.000000,0.000000,0.542793,0.998732,48.000000,10.000000,1.000000,0.989285,0.652174,0.686132,9.000000,0.000000,0.624601,0.784314,0.731156,10.000000,1.000000,0.964167,0.750000,26880.000000,35.496960,34809.984000,0.740018,9.000000,0.000000,0.646800,0.761589,0.727108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:24:02Z
1613366,3,0.596811,0.542793,0.581658,0.503581,0.000000,0.000000,0.000000,0.000000,0.503581,0.995779,48.000000,10.000000,1.000000,0.989285,0.652174,0.686132,9.000000,0.000000,0.624601,0.784314,0.731156,10.000000,1.000000,0.964167,0.750000,27104.000000,35.908608,35181.290496,0.738574,9.000000,0.000000,0.579479,0.745342,0.728142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:24:05Z
1631444,1,0.596811,0.436455,0.581658,0.503581,0.000000,0.000000,0.000000,0.000000,0.436455,0.985438,48.000000,10.000000,1.000000,0.989285,0.652174,0.684289,11.000000,3.000000,0.967308,0.766871,0.733094,10.000000,1.000000,0.964167,0.750000,27328.000000,36.320256,35552.596992,0.737161,9.000000,0.000000,0.579479,0.745342,0.728142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:24:23Z
1652547,2,0.596811,0.436455,0.490830,0.503581,0.000000,0.000000,0.000000,0.000000,0.436455,0.987211,48.000000,10.000000,1.000000,0.989285,0.652174,0.682527,11.000000,3.000000,0.967308,0.766871,0.725662,9.000000,0.000000,0.564805,0.757576,28000.000000,37.555200,36666.516480,0.733094,9.000000,0.000000,0.579479,0.745342,0.729161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:24:44Z
1660587,0,0.606403,0.436455,0.490830,0.503581,0.000000,0.000000,0.000000,0.000000,0.436455,0.985648,48.000000,9.000000,0.000000,0.697797,0.662651,0.681674,11.000000,3.000000,0.967308,0.766871,0.725662,9.000000,0.000000,0.564805,0.757576,28000.000000,37.555200,36666.516480,0.733094,9.000000,0.000000,0.579479,0.745342,0.729161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:24:52Z
1691727,1,0.606403,0.597157,0.490830,0.503581,0.000000,0.000000,0.000000,0.000000,0.490830,0.990926,48.000000,9.000000,0.000000,0.697797,0.662651,0.684432,10.000000,1.000000,0.989858,0.769231,0.715221,9.000000,0.000000,0.564805,0.757576,28448.000000,38.007808,37182.036992,0.734979,9.000000,0.000000,0.579479,0.745342,0.729161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:25:23Z
1720826,0,0.495981,0.597157,0.490830,0.503581,0.000000,0.000000,0.000000,0.000000,0.490830,0.993040,48.000000,10.000000,1.000000,0.822148,0.668605,0.688420,10.000000,1.000000,0.989858,0.769231,0.713137,9.000000,0.000000,0.564805,0.757576,28672.000000,38.234112,37439.797248,0.735901,9.000000,0.000000,0.579479,0.745342,0.731156,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:25:52Z
1741904,1,0.495981,0.557387,0.490830,0.503581,0.000000,0.000000,0.000000,0.000000,0.490830,0.997302,48.000000,10.000000,1.000000,0.822148,0.668605,0.686689,9.000000,0.000000,0.641394,0.775862,0.710152,9.000000,0.000000,0.564805,0.757576,28896.000000,38.460416,37697.557504,0.736812,9.000000,0.000000,0.579479,0.745342,0.732132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:26:13Z
1753966,3,0.495981,0.557387,0.490830,0.476715,0.000000,0.000000,0.000000,0.000000,0.476715,0.996266,48.000000,10.000000,1.000000,0.822148,0.668605,0.685850,9.000000,0.000000,0.641394,0.775862,0.711145,9.000000,0.000000,0.564805,0.757576,28896.000000,38.460416,37697.557504,0.736812,10.000000,1.000000,0.790212,0.714286,0.733094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:26:25Z
1763019,2,0.495981,0.557387,0.481354,0.476715,0.000000,0.000000,0.000000,0.000000,0.476715,0.995898,48.000000,10.000000,1.000000,0.822148,0.668605,0.685028,9.000000,0.000000,0.641394,0.775862,0.712125,10.000000,1.000000,0.797901,0.738636,29120.000000,38.686720,37955.317760,0.737710,10.000000,1.000000,0.790212,0.714286,0.733094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:26:34Z
1771040,0,0.483242,0.557387,0.481354,0.476715,0.000000,0.000000,0.000000,0.000000,0.476715,0.995551,48.000000,9.000000,0.000000,0.556074,0.677966,0.684221,9.000000,0.000000,0.641394,0.775862,0.712125,10.000000,1.000000,0.797901,0.738636,29120.000000,38.686720,37955.317760,0.737710,10.000000,1.000000,0.790212,0.714286,0.731792,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2022-12-20T11:26:42Z
